t_Myr,T_C
1.0542,73.952
1.0637,73.756
1.0734,73.56
1.0831,73.365
1.0929,73.171
1.1027,72.978
1.1127,72.786
1.1228,72.594
1.1329,72.404
1.1432,72.214
1.1535,72.025
1.1639,71.837
1.1744,71.65
1.1851,71.464
1.1958,71.278
1.2066,71.093
1.2175,70.909
1.2285,70.726
1.2396,70.544
1.2508,70.363
1.2621,70.182
1.2735,70.002
1.285,69.823
1.2966,69.645
1.3084,69.467
1.3202,69.291
1.3321,69.115
1.3442,68.94
1.3563,68.765
1.3686,68.592
1.381,68.419
1.3934,68.247
1.406,68.076
1.4188,67.905
1.4316,67.736
1.4445,67.567
1.4576,67.399
1.4708,67.231
1.4841,67.064
1.4975,66.898
1.511,66.733
1.5247,66.569
1.5384,66.405
1.5524,66.242
1.5664,66.08
1.5806,65.918
1.5948,65.757
1.6093,65.597
1.6238,65.438
1.6385,65.279
1.6533,65.121
1.6682,64.964
1.6833,64.807
1.6985,64.651
1.7139,64.496
1.7294,64.341
1.745,64.187
1.7608,64.034
1.7767,63.882
1.7928,63.73
1.809,63.579
1.8253,63.429
1.8418,63.279
1.8585,63.13
1.8753,62.981
1.8922,62.834
1.9094,62.686
1.9266,62.54
1.944,62.394
1.9616,62.249
1.9793,62.105
1.9972,61.961
2.0153,61.817
2.0335,61.675
2.0519,61.533
2.0704,61.392
2.0892,61.251
2.108,61.111
2.1271,60.972
2.1463,60.833
2.1657,60.695
2.1853,60.557
2.2051,60.42
2.225,60.284
2.2451,60.148
2.2654,60.013
2.2859,59.878
2.3066,59.744
2.3274,59.611
2.3484,59.478
2.3697,59.346
2.3911,59.215
2.4127,59.084
2.4345,58.953
2.4565,58.824
2.4787,58.694
2.5011,58.566
2.5238,58.438
2.5466,58.31
2.5696,58.183
2.5928,58.057
2.6163,57.931
2.6399,57.806
2.6638,57.681
2.6879,57.557
2.7122,57.434
2.7367,57.311
2.7614,57.188
2.7864,57.066
2.8116,56.945
2.837,56.824
2.8626,56.704
2.8885,56.584
2.9146,56.465
2.941,56.346
2.9676,56.228
2.9944,56.111
3.0215,55.994
3.0488,55.877
3.0763,55.761
3.1041,55.646
3.1322,55.531
3.1605,55.416
3.1891,55.302
3.2179,55.189
3.247,55.076
3.2764,54.963
3.306,54.851
3.3359,54.74
3.366,54.629
3.3965,54.518
3.4272,54.409
3.4582,54.299
3.4894,54.19
3.521,54.082
3.5528,53.974
3.5849,53.866
3.6173,53.759
3.65,53.653
3.683,53.546
3.7163,53.441
3.7499,53.336
3.7838,53.231
3.818,53.127
3.8525,53.023
3.8874,52.92
3.9225,52.817
3.958,52.715
3.9937,52.613
4.0298,52.511
4.0663,52.41
4.103,52.31
4.1401,52.21
4.1775,52.11
4.2153,52.011
4.2534,51.912
4.2919,51.814
4.3307,51.716
4.3698,51.619
4.4093,51.522
4.4492,51.425
4.4894,51.329
4.53,51.234
4.5709,51.138
4.6123,51.043
4.654,50.949
4.696,50.855
4.7385,50.762
4.7813,50.668
4.8245,50.576
4.8682,50.483
4.9122,50.391
4.9566,50.3
5.0014,50.209
5.0466,50.118
5.0922,50.028
5.1383,49.938
5.1847,49.849
5.2316,49.76
5.2789,49.671
5.3266,49.583
5.3747,49.495
5.4233,49.407
5.4724,49.32
5.5218,49.234
5.5718,49.147
5.6221,49.062
5.6729,48.976
5.7242,48.891
5.776,48.806
5.8282,48.722
5.8809,48.638
5.934,48.554
5.9877,48.471
6.0418,48.388
6.0964,48.305
6.1516,48.223
6.2072,48.142
6.2633,48.06
6.3199,47.979
6.377,47.898
6.4347,47.818
6.4929,47.738
6.5516,47.659
6.6108,47.579
6.6705,47.501
6.7308,47.422
6.7917,47.344
6.8531,47.266
6.915,47.189
6.9776,47.111
7.0406,47.035
7.1043,46.958
7.1685,46.882
7.2333,46.806
7.2987,46.731
7.3647,46.656
7.4313,46.581
7.4984,46.507
7.5662,46.433
7.6346,46.359
7.7036,46.285
7.7733,46.212
7.8436,46.14
7.9145,46.067
7.986,45.995
8.0582,45.923
8.1311,45.852
8.2046,45.781
8.2787,45.71
8.3536,45.639
8.4291,45.569
8.5053,45.499
8.5822,45.43
8.6598,45.361
8.7381,45.292
8.817,45.223
8.8968,45.155
8.9772,45.087
9.0583,45.019
9.1402,44.952
9.2229,44.885
9.3062,44.818
9.3904,44.751
9.4753,44.685
9.5609,44.619
9.6473,44.553
9.7346,44.488
9.8226,44.423
9.9114,44.358
10.001,44.294
10.091,44.23
10.183,44.166
10.275,44.102
10.368,44.039
10.461,43.976
10.556,43.913
10.651,43.851
10.748,43.789
10.845,43.727
10.943,43.665
11.042,43.604
11.141,43.543
11.242,43.482
11.344,43.422
11.446,43.361
11.55,43.301
11.654,43.242
11.76,43.182
11.866,43.123
11.973,43.064
12.081,43.006
12.191,42.947
12.301,42.889
12.412,42.831
12.524,42.774
12.638,42.716
12.752,42.659
12.867,42.602
12.983,42.546
13.101,42.49
13.219,42.433
13.339,42.378
13.459,42.322
13.581,42.267
13.704,42.212
13.828,42.157
13.953,42.102
14.079,42.048
14.206,41.994
14.334,41.94
14.464,41.887
14.595,41.833
14.727,41.78
14.86,41.727
14.994,41.675
15.13,41.622
15.266,41.57
15.404,41.518
15.544,41.466
15.684,41.415
15.826,41.364
15.969,41.313
16.113,41.262
16.259,41.211
16.406,41.161
16.554,41.111
16.704,41.061
16.855,41.011
17.007,40.962
17.161,40.913
17.316,40.864
17.473,40.815
17.631,40.766
17.79,40.718
17.951,40.67
18.113,40.622
18.277,40.574
18.442,40.527
18.609,40.48
18.777,40.433
18.947,40.386
19.118,40.339
19.291,40.293
19.466,40.247
19.642,40.201
19.819,40.155
19.998,40.109
20.179,40.064
20.361,40.019
20.546,39.974
20.731,39.929
20.919,39.884
21.108,39.84
21.299,39.796
21.491,39.752
21.685,39.708
21.881,39.665
22.079,39.621
22.279,39.578
22.48,39.535
22.684,39.492
22.889,39.45
23.096,39.407
23.304,39.365
23.515,39.323
23.728,39.281
23.942,39.239
24.159,39.198
24.377,39.157
24.597,39.116
24.82,39.075
25.044,39.034
25.27,38.993
25.499,38.953
25.729,38.913
25.962,38.873
26.197,38.833
26.433,38.793
26.672,38.754
26.914,38.715
27.157,38.675
27.402,38.636
27.65,38.598
27.9,38.559
28.152,38.521
28.407,38.482
28.664,38.444
28.923,38.406
29.184,38.369
29.448,38.331
29.714,38.294
29.983,38.256
30.254,38.219
30.527,38.183
30.803,38.146
31.082,38.109
31.363,38.073
31.646,38.037
31.932,38.001
32.221,37.965
32.512,37.929
32.806,37.893
33.103,37.858
33.402,37.823
33.704,37.787
34.009,37.752
34.316,37.718
34.626,37.683
34.939,37.649
35.255,37.614
35.574,37.58
35.896,37.546
36.22,37.512
36.548,37.478
36.878,37.445
37.211,37.411
37.548,37.378
37.887,37.345
38.23,37.312
38.575,37.279
38.924,37.247
39.276,37.214
39.631,37.182
39.989,37.149
40.351,37.117
40.716,37.085
41.084,37.054
41.455,37.022
41.83,36.99
42.208,36.959
42.59,36.928
42.975,36.897
43.363,36.866
43.755,36.835
44.151,36.804
44.55,36.774
44.952,36.743
45.359,36.713
45.769,36.683
46.183,36.653
46.6,36.623
47.021,36.593
47.446,36.564
47.875,36.534
48.308,36.505
48.745,36.476
49.186,36.446
49.63,36.418
50.079,36.389
50.532,36.36
50.988,36.332
51.449,36.303
51.914,36.275
52.384,36.247
52.857,36.219
53.335,36.191
53.817,36.163
54.304,36.135
54.795,36.108
55.29,36.08
55.79,36.053
56.294,36.026
56.803,35.999
57.317,35.972
57.835,35.945
58.358,35.918
58.885,35.892
59.418,35.865
59.955,35.839
60.497,35.813
61.044,35.787
61.596,35.761
62.152,35.735
62.714,35.709
63.281,35.683
63.853,35.658
64.431,35.632
65.013,35.607
